address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"1383 Santa Fe Dr,","1,408",2,,4,1963,San Jose,"$1,199,000 ","6,000",639,Single Family Home,4,5,8,15-Jun-18,900000,CA,95118
"260 Los Palmos Way,","2,181",3,,5,1970,San Jose,"$1,049,000 ","6,000",459,Single Family Home,8,7,NR,15-Jun-18,1000000,CA,95119
"967 Arnold Way,","2,028",2,,4,1948,San Jose,5.43%,"9,638",727,Single Family Home,5,5,5,15-Jun-18,1475000,CA,95128
"5172 Yorkton Way,","2,484",3,,4,2001,San Jose,64,"6,000",805,Single Family Home,10,7,7,12-Jun-18,2000000,CA,95130
"1434 Millich Ln,","1,368",2,1,2,1972,San Jose,39,"1,420",775,Condo/Townhome/Row Home/Co-Op,7,7,7,12-Jun-18,1060000,CA,95117
"1297 Littleton Dr,","1,918",3,,4,1990,San Jose,19,"3,800",686,Single Family Home,6,6,1,12-Jun-18,1316250,CA,95131
"1088 Foxglove Pl,","1,718",3,1,3,2015,San Jose,41,"1,216",769,Condo/Townhome/Row Home/Co-Op,6,2,NR,12-Jun-18,1321000,CA,95131
"3868 Kauai Dr,","1,200",2,,4,1960,San Jose,"$756,944 ","5,151",100,Single Family Home,6,6,5,13-Jun-18,119500,CA,95111
"2126 Sarasota Ave,","1,128",2,,3,1961,San Jose,"$720,000 ","5,100",443,Single Family Home,5,3,4,13-Jun-18,500000,CA,95122
"5937 Lake Hennessy Ct,",982,2,,2,1995,San Jose,4.50%,"1,178",733,Condo/Townhome/Row Home/Co-Op,4,6,NR,13-Jun-18,720000,CA,95123
"4669 Holycon Cir,","1,442",2,,3,1973,San Jose,48,"5,500",641,Single Family Home,6,4,NR,13-Jun-18,925000,CA,95136
"443 Laswell Ave,",641,1,,2,1910,San Jose,79,"4,000",888,Single Family Home,4,3,5,13-Jun-18,569000,CA,95128
"4514 Blackford Ave,","1,100",1,,3,1955,San Jose,21,"6,500","1,173",Single Family Home,8,8,7,13-Jun-18,1290100,CA,95129
"2143 Ocala Ave,","1,515",2,,3,1959,San Jose,50,"6,000",551,Single Family Home,5,3,4,13-Jun-18,835000,CA,95122
"889 Canfield Ct,",0.24,"4,631",,8,1979,San Jose,49,,313,Multi-Family Home,6,5,NR,13-Jun-18,1450000,CA,95136
"479 War Admiral Ave,","1,120",2,,3,1961,San Jose,39,"5,500",723,Single Family Home,2,4,9,13-Jun-18,810000,CA,95111
"3096 Oakbridge Dr,","1,650",2,,2,1978,San Jose,96,,109,Mfd/Mobile Home,4,4,8,13-Jun-18,180000,CA,95121
"2035 Olive Ave,",900,1,,2,1920,San Jose,27,"3,510","1,000",Single Family Home,4,3,5,13-Jun-18,900000,CA,95128
"140 El Campo Dr,","1,127",1,,3,1952,San Jose,27,"7,680",714,Single Family Home,5,4,5,13-Jun-18,805000,CA,95127
"6456 Guadalupe Mines Rd,","3,857",5,,5,1996,San Jose,82,1.36,656,Single Family Home,10,9,10,11-Jun-18,2530000,CA,95120
"127 S 19th St,","1,324",1,,2,1901,San Jose,10.26%,"8,460",706,Single Family Home,3,NR,4,11-Jun-18,935000,CA,95116
"119 Spyglass Hill Rd,","1,702",2,1,3,1980,San Jose,38,"1,300",458,Condo/Townhome/Row Home/Co-Op,5,4,NR,11-Jun-18,779000,CA,95127
"99 Park Essex Pl,","2,563",3,,5,1978,San Jose,60,"7,072",433,Single Family Home,6,4,9,11-Jun-18,1110000,CA,95136
"6635 Catamaran St,","2,010",2,,4,1972,San Jose,59,"6,000",585,Single Family Home,5,7,8,11-Jun-18,1175000,CA,95119
"4326 Leigh Ave,","1,248",2,,3,1955,San Jose,32,"5,700",954,Single Family Home,9,8,9,11-Jun-18,1190000,CA,95124
"417 Camille Cir Unit 14,","1,812",2,1,2,1991,San Jose,54,"1,260",745,Condo/Townhome/Row Home/Co-Op,5,6,7,11-Jun-18,1350000,CA,95134
"6091 Calle De Amor,","1,490",2,1,2,1977,San Jose,48,"2,300",644,Condo/Townhome/Row Home/Co-Op,9,8,9,11-Jun-18,960000,CA,95124
"838 Salt Lake Dr,","2,725",3,,4,1985,San Jose,58,"6,100",506,Single Family Home,3,6,NR,11-Jun-18,1380000,CA,95133
"2544 Glenrio Dr,","2,132",4,,4,1965,San Jose,41,"5,824",535,Single Family Home,8,4,8,11-Jun-18,1140000,CA,95121
"6958 Grandwood Way,","2,760",3,,4,1980,San Jose,45,"8,100",679,Single Family Home,10,8,10,11-Jun-18,1875000,CA,95120
"224 Bellerose Dr,","1,705",3,,3,1947,San Jose,2.53%,"9,825",827,Single Family Home,4,5,5,11-Jun-18,1409800,CA,95128
"2075 Purcell Pl,","2,082",2,1,4,2004,San Jose,33,"3,096",720,Single Family Home,6,6,2,11-Jun-18,1500000,CA,95131
"2628 Flagstone Dr,","1,712",2,,3,1974,San Jose,17.65%,"6,270",818,Single Family Home,5,7,10,11-Jun-18,1400000,CA,95132
"3348 Walton Way,","1,904",2,1,4,1957,San Jose,28,"7,956",998,Single Family Home,7,7,7,11-Jun-18,1900000,CA,95117
"408 N 3rd St,","1,500",2,,3,1900,San Jose,48,"4,727",843,Single Family Home,3,3,NR,11-Jun-18,1265000,CA,95112
"2051 Oakland Rd,","1,573",4,,4,2007,San Jose,30,"2,025",763,Condo/Townhome/Row Home/Co-Op,6,NR,2,8-Jun-18,1200000,CA,95131
"803 Corlista Dr,","1,201",2,,3,1955,San Jose,45,"5,616",958,Single Family Home,5,5,5,8-Jun-18,1150000,CA,95128
"554 Fisk Ave,","2,552",3,,5,1900,San Jose,98,"7,200",517,Single Family Home,7,6,6,8-Jun-18,1320000,CA,95125
"4631 Borina Dr,","1,560",2,,3,1956,San Jose,58,"7,800","1,154",Single Family Home,8,8,7,8-Jun-18,1800000,CA,95129
"356 Santana Row Apt 319,","2,368",3,1,3,2002,San Jose,18,435,992,Condo/Townhome/Row Home/Co-Op,6,5,5,8-Jun-18,2350000,CA,95128
"840 Wyman Way Apt 2,",903,1,,2,1971,San Jose,54,"1,500",509,Condo/Townhome/Row Home/Co-Op,7,6,9,8-Jun-18,460000,CA,95133
"75 Bassett St,","1,284",2,,2,2007,San Jose,23,,646,Condo/Townhome/Row Home/Co-Op,3,3,7,8-Jun-18,830000,CA,95110
"5318 Mango Blossom Ct,","1,720",2,,4,1976,San Jose,38,"6,380",593,Single Family Home,5,4,9,8-Jun-18,1020000,CA,95123
"6476 Pfeiffer Ranch Ct,","2,955",3,1,4,1996,San Jose,0.55%,0.24,680,Single Family Home,10,8,10,8-Jun-18,2010000,CA,95120
"5332 Cedar Grove Cir,",983,1,,2,1977,San Jose,32,"5,490",817,Single Family Home,3,8,9,8-Jun-18,803000,CA,95123
"51 Southgate Ct,","1,474",2,,4,1981,San Jose,22,"5,600",706,Single Family Home,6,7,9,8-Jun-18,1040000,CA,95138
"1507 Keesling Ave Unit B,","1,590",2,1,2,1978,San Jose,65,"1,440",692,Condo/Townhome/Row Home/Co-Op,3,4,5,8-Jun-18,1100000,CA,95125
"1851 Bristol Bay Cmn,","1,651",2,1,3,1994,San Jose,31,435,751,Condo/Townhome/Row Home/Co-Op,6,2,NR,8-Jun-18,1240000,CA,95131
"1801 Johnston Ave,","1,315",2,,3,1949,San Jose,23,"5,250","1,125",Single Family Home,9,6,6,8-Jun-18,1480000,CA,95125
"1233 Terilyn Ave,","1,740",3,,5,1958,San Jose,51,"5,459",440,Single Family Home,5,3,4,8-Jun-18,765000,CA,95122
"430 Snyder Ave,","2,015",2,1,3,1926,San Jose,80,"7,605",866,Single Family Home,7,6,6,8-Jun-18,1745000,CA,95125
"1404 Dentwood Dr,","1,080",2,,3,1960,San Jose,37,"6,254","1,019",Single Family Home,8,8,8,7-Jun-18,1101000,CA,95118
"5109 Sunny Creek Dr,","2,229",3,,4,1986,San Jose,35,"7,980",651,Single Family Home,6,9,10,7-Jun-18,1450000,CA,95135
"6577 Rolling Oaks Dr,","2,616",2,1,4,1985,San Jose,37,"7,616",746,Single Family Home,9,6,8,7-Jun-18,1951000,CA,95120
"2598 Suisun Ave,","1,804",2,1,4,1981,San Jose,46,"8,344",582,Single Family Home,8,4,8,7-Jun-18,1050000,CA,95121
"1139 Delynn Way,","2,270",2,1,4,1953,San Jose,37,0.24,846,Single Family Home,7,6,6,7-Jun-18,1921000,CA,95125
"4914 Bel Escou Dr,","2,213",3,1,3,1956,San Jose,30,"9,100",881,Single Family Home,10,8,9,7-Jun-18,1950000,CA,95124
"6644 Bunker Hill Ct,","1,451",2,1,3,1976,San Jose,41,"1,728",803,Condo/Townhome/Row Home/Co-Op,9,8,10,7-Jun-18,1165000,CA,95120
"6793 Elwood Rd,","5,238",5,1,5,1965,San Jose,131,0.47,515,Single Family Home,9,8,10,7-Jun-18,2700000,CA,95120
"484 Mill River Ln,","1,887",2,1,3,1991,San Jose,57,"1,620",768,Condo/Townhome/Row Home/Co-Op,5,6,7,7-Jun-18,1450000,CA,95134
"201 Montalcino Cir,","1,856",3,1,3,2015,San Jose,20,"1,012",504,Condo/Townhome/Row Home/Co-Op,3,6,NR,7-Jun-18,935000,CA,95111
"164 Red River Way,","2,312",2,1,4,1981,San Jose,36,"8,400",502,Single Family Home,6,4,9,7-Jun-18,1161000,CA,95136
"1905 Daytona Dr,","1,709",2,,5,1965,San Jose,43.94%,"5,000",108,Single Family Home,5,4,4,8-Jun-18,185000,CA,95122
"4744 Clear River Ct,","1,496",3,,3,1973,San Jose,"$744,000 ","1,716",461,Condo/Townhome/Row Home/Co-Op,6,5,NR,8-Jun-18,690000,CA,95136
"75 Bassett St # 318,","1,284",2,,2,2006,San Jose,"$998,250 ","1,520",646,Condo/Townhome/Row Home/Co-Op,,,,8-Jun-18,830000,CA,95110
"3667 Pueblo Hill Ct,","2,433",2,,4,1986,San Jose,,"8,000",349,Single Family Home,4,4,NR,8-Jun-18,850000,CA,95127
"10850 Jilinda Ct,","3,147",4,,6,1965,San Jose,"$795,000 ",0.34,324,Single Family Home,5,4,NR,8-Jun-18,1020000,CA,95127
"499 S 5th St,","2,048",4,,5,1912,San Jose,41,"4,160",571,Multi-Family Home,3,5,NR,6-Jun-18,1170000,CA,95112
"2930 Aetna Way,","1,400",2,,3,1969,San Jose,48,"6,800",621,Single Family Home,6,6,8,6-Jun-18,870000,CA,95121
"4792 Lago Vista Cir,","1,496",2,1,3,1981,San Jose,35,"2,850","1,016",Single Family Home,8,7,10,6-Jun-18,1520000,CA,95129
"2118 Chisin St,","4,948",5,1,6,2000,San Jose,119,0.63,462,Single Family Home,9,9,8,6-Jun-18,2285000,CA,95121
"745 Natoma Dr,","1,516",2,,4,1965,San Jose,55,"6,405",607,Single Family Home,4,6,NR,6-Jun-18,920000,CA,95123
"2644 Heritage Park Cir,","1,859",2,1,3,1988,San Jose,43,"2,476",635,Condo/Townhome/Row Home/Co-Op,5,7,10,6-Jun-18,1180000,CA,95132
"6116 Del Robles Ct,","2,337",2,1,5,1967,San Jose,50,"7,500",569,Single Family Home,8,7,NR,6-Jun-18,1330000,CA,95119
"471 Chateau La Salle Dr,","1,640",3,,3,2017,San Jose,175,,262,Mfd/Mobile Home,7,9,NR,6-Jun-18,429000,CA,95111
"1108 Brooks Range Lndg,","1,407",2,1,3,1996,San Jose,28,"2,613",782,Condo/Townhome/Row Home/Co-Op,6,NR,2,6-Jun-18,1100000,CA,95131
"1585 Timber Creek Dr,","1,513",3,,3,1986,San Jose,35,"2,613",815,Single Family Home,6,6,NR,6-Jun-18,1233000,CA,95131
"3217 Garnet Dr,","1,745",2,,3,1949,San Jose,42,"9,375","1,003",Single Family Home,6,5,5,6-Jun-18,1750000,CA,95117
"6914 Sessions Dr,","1,824",2,,3,1980,San Jose,44,"6,050",532,Single Family Home,6,7,9,6-Jun-18,970000,CA,95119
"1769 Gilda Way,","1,433",2,,3,1959,San Jose,42,"8,820",949,Single Family Home,8,8,9,6-Jun-18,1360000,CA,95124
"1859 Midnight Cir,","1,985",3,1,4,2016,San Jose,36,"1,453",584,Condo/Townhome/Row Home/Co-Op,8,4,9,6-Jun-18,1160000,CA,95133
"14841 McVay Ct,","1,885",3,,4,1960,San Jose,48,0.27,509,Single Family Home,4,4,NR,6-Jun-18,960000,CA,95127
"5423 Sanchez Dr,","1,072",2,1,2,2000,San Jose,17.83%,"1,986",709,Condo/Townhome/Row Home/Co-Op,6,6,8,6-Jun-18,760000,CA,95123
"1058 Bramblewood Ln,","2,045",4,,5,2005,San Jose,33,"3,500",746,Single Family Home,6,NR,2,4-Jun-18,1525000,CA,95131
"101 Rancho Dr Unit C,",822,1,,2,1983,San Jose,,"1,742",69,Condo/Townhome/Row Home/Co-Op,3,6,5,5-Jun-18,57000,CA,95111
"2895 Burdick Way,","1,554",2,,4,1968,San Jose,44.94%,"7,000",151,Single Family Home,5,8,10,5-Jun-18,234000,CA,95148
"116 Sugar Maple Dr,","1,741",2,,4,1977,San Jose,"$1,125,000 ","5,995",491,Single Family Home,6,4,NR,5-Jun-18,855000,CA,95136
"343 Cereza Pl,","1,620",3,,2,2003,San Jose,"$1,039,500 ",700,623,Condo/Townhome/Row Home/Co-Op,3,3,NR,5-Jun-18,1010000,CA,95112
"2993 Murtha Dr,","1,225",2,,3,1956,San Jose,2.19%,"4,940",571,Single Family Home,5,4,NR,5-Jun-18,700000,CA,95127
"701 Adagio Way,","1,137",2,,3,1958,San Jose,42,"5,150",734,Single Family Home,4,4,5,5-Jun-18,835000,CA,95111
"352 Jerome St,","1,263",2,1,4,1961,San Jose,12.26%,"5,400",618,Single Family Home,2,7,7,5-Jun-18,780000,CA,95125
"214 Coy Dr Apt 4,",798,1,,2,1970,San Jose,62,"1,750",526,Condo/Townhome/Row Home/Co-Op,4,8,9,5-Jun-18,420000,CA,95123
"5671 Calmor Ave Apt 4,",798,1,,2,1970,San Jose,39,"8,127",689,Condo/Townhome/Row Home/Co-Op,4,6,NR,5-Jun-18,550000,CA,95123
"3211 Kenhill Dr,",950,1,,1,1987,San Jose,50,"1,272",537,Condo/Townhome/Row Home/Co-Op,3,6,5,5-Jun-18,510000,CA,95111
"3185 Oakgate Way,","2,415",5,,5,1984,San Jose,60,"6,216",559,Single Family Home,8,8,10,5-Jun-18,1350000,CA,95148
"616 Villa Centre Way,","1,739",2,1,3,1997,San Jose,22,"2,367",932,Single Family Home,6,5,5,5-Jun-18,1620000,CA,95128
"533 Chateau La Salle Dr,","1,440",2,,4,1980,San Jose,48,,208,Mfd/Mobile Home,7,9,NR,5-Jun-18,300000,CA,95111
"1951 Postgate Ct,",826,1,,2,1974,San Jose,39,"2,400",701,Condo/Townhome/Row Home/Co-Op,3,9,8,5-Jun-18,579000,CA,95121
"737 Mill Stream Dr,","1,488",2,,2,1978,San Jose,121,,167,Mfd/Mobile Home,8,6,6,1-Jun-18,249000,CA,95125
"1569 Ilikai Ave,","1,956",2,,4,1975,San Jose,38,"6,039",823,Single Family Home,9,8,8,1-Jun-18,1610000,CA,95118
"1856 Sheri Ann Cir,","1,543",2,1,2,1993,San Jose,46,"1,543",648,Condo/Townhome/Row Home/Co-Op,6,2,NR,1-Jun-18,1000000,CA,95131
"6122 Escondido Ct,","2,337",2,1,4,1966,San Jose,31,"6,300",548,Single Family Home,8,7,NR,1-Jun-18,1280000,CA,95119
"6129 Cecala Dr,","1,950",2,1,4,1972,San Jose,43,0.23,787,Single Family Home,9,6,8,1-Jun-18,1535000,CA,95120
"3253 Reserve Ct,","2,798",3,,5,1998,San Jose,29,"6,131",643,Single Family Home,9,9,10,1-Jun-18,1800000,CA,95135
"4605 Royal Forest Ct,","2,891",4,,6,1975,San Jose,37,"8,000",505,Single Family Home,7,5,NR,1-Jun-18,1460000,CA,95136
"15219 Clydelle Ave,","2,749",4,,5,1952,San Jose,1,"9,375",799,Single Family Home,9,8,9,2-Jun-18,2196500,CA,95124
"14411 Chrisland Ave,",997,1,,3,1951,San Jose,"$795,000 ","5,032",502,Single Family Home,4,4,NR,4-Jun-18,500000,CA,95127
"3355 Shadow Park Pl # 321,",911,1,,2,1988,San Jose,56.92%,436,560,Condo/Townhome/Row Home/Co-Op,4,4,8,4-Jun-18,510000,CA,95121
"1375 Lick Ave Apt 129,","1,015",1,,1,2009,San Jose,1,"1,471",621,Condo/Townhome/Row Home/Co-Op,8,6,6,4-Jun-18,630000,CA,95110
"442 N 17th St,",996,1,,2,1915,San Jose,"$899,000 ","5,750",693,Single Family Home,4,5,NR,4-Jun-18,690000,CA,95112
San Jose,"1,645",2,1,4,1974,CA,,,649,Single Family Home,7,6,10,4-Jun-18,1068000,95132,
"3351 Thrift Pl,","1,575",2,,3,1986,San Jose,28,"6,000",683,Single Family Home,5,8,10,4-Jun-18,1075000,CA,95148
"335 Blossom Hill Rd Apt 4,",798,1,,2,1970,San Jose,103,"1,770",539,Condo/Townhome/Row Home/Co-Op,3,8,5,4-Jun-18,430000,CA,95123
"499 Marble Arch Ave,","1,894",3,,3,2000,San Jose,44,"1,894",557,Condo/Townhome/Row Home/Co-Op,7,9,NR,31-May-18,1055000,CA,95136
"715 Blackfoot Ct,","2,454",2,1,4,1970,San Jose,29,"6,780",481,Single Family Home,7,8,NR,31-May-18,1180000,CA,95123
"860 Midvale Ln,","1,688",2,,3,1965,San Jose,34,"6,700",696,Single Family Home,6,5,NR,31-May-18,1175000,CA,95136
"4947 Shiloh Pl,","4,121",4,1,5,2003,San Jose,37,0.23,585,Single Family Home,9,9,8,31-May-18,2410000,CA,95138
"333 Santana Row Apt 327,","1,099",1,1,2,2002,San Jose,40,435,"1,046",Condo/Townhome/Row Home/Co-Op,6,5,5,31-May-18,1150000,CA,95128
"4356 Indigo Dr,","2,263",3,,4,1969,San Jose,39,"6,322",506,Single Family Home,7,5,5,31-May-18,1145000,CA,95136
"1550 Technology Dr Unit 3120,",831,1,,1,2005,San Jose,182.05%,831,662,Condo/Townhome/Row Home/Co-Op,6,4,1,1-Jun-18,550000,CA,95110
"2164 Fairmont Dr,","1,973",3,,4,1968,San Jose,18.57%,"6,600",289,Single Family Home,3,6,5,1-Jun-18,570000,CA,95148
"617 Briarcliff Dr,","2,177",3,,6,1963,San Jose,"$989,000 ","6,000",425,Single Family Home,6,8,2,1-Jun-18,925000,CA,95123
"1134 Waterton Ln,","1,538",2,1,3,1979,San Jose,37,"1,575",601,Condo/Townhome/Row Home/Co-Op,6,6,9,1-Jun-18,925000,CA,95131
"5927 Mohawk Dr,","1,345",2,,4,1967,San Jose,"$989,000 ","6,000",706,Single Family Home,6,8,2,1-Jun-18,950000,CA,95123
"1012 Riverside Dr,","2,168",4,,4,2011,San Jose,,"5,416",859,Single Family Home,7,6,6,1-Jun-18,1862000,CA,95125
"790 Teresi Ct,","7,200","3,600",,8,1959,San Jose,79.05%,,522,Multi-Family Home,6,5,5,1-Jun-18,1880000,CA,95117
"107 Bob Hansen Ct,","1,249",2,,3,2008,San Jose,359,"1,425",400,Condo/Townhome/Row Home/Co-Op,4,2,NR,1-Jun-18,500000,CA,95116
"2708 Scenic Meadow Ct,","3,372",4,,5,1998,San Jose,36,0.34,647,Single Family Home,9,9,10,1-Jun-18,2180000,CA,95135
"20784 Via Corta,","2,329",2,,2,1979,San Jose,3,12.95,"2,362",Single Family Home,10,8,10,1-Jun-18,5500000,CA,95120
"2150 Monterey Rd,",616,1,,1,1981,San Jose,99,,297,Mfd/Mobile Home,6,7,9,31-May-18,183000,CA,95112
"6130 Monterey Rd,","1,440",2,,2,1976,San Jose,23,,122,Mfd/Mobile Home,7,7,9,31-May-18,175000,CA,95138
"624 Hermitage Ln,","1,400",2,,3,1974,San Jose,95,,150,Mfd/Mobile Home,6,NR,8,31-May-18,210000,CA,95134
"3286 Whitesand Ct,","1,303",3,,3,1984,San Jose,38,"4,950",794,Single Family Home,8,8,10,31-May-18,1035000,CA,95148
"213 N Claremont Ave,","1,169",1,,3,1947,San Jose,27,"7,050",778,Single Family Home,5,4,5,31-May-18,910000,CA,95127
"1550 Technology Dr Unit 3085,","1,133",2,,2,2005,San Jose,35,"1,133",741,Condo/Townhome/Row Home/Co-Op,6,4,1,31-May-18,840000,CA,95110
"1450 Oakland Rd,","1,040",2,,2,1987,San Jose,49,,240,Mfd/Mobile Home,6,1,NR,31-May-18,250000,CA,95112
"165 Blossom Hill Rd,","1,484",2,,3,2000,San Jose,179,,175,Mfd/Mobile Home,5,4,9,31-May-18,260000,CA,95123
"1968 Tobago Ave,","1,027",1,,2,1972,San Jose,64,"2,600",652,Single Family Home,6,3,2,31-May-18,670000,CA,95122
"3610 Moorpark Ave,","1,265",2,,3,1955,San Jose,51,"5,830",988,Single Family Home,6,5,5,31-May-18,1250000,CA,95117
"2076 Foxhall Loop,","1,004",1,1,2,1984,San Jose,44,600,867,Condo/Townhome/Row Home/Co-Op,3,4,5,31-May-18,870000,CA,95125
"1909 Quebec Way,","1,600",2,1,4,1961,San Jose,28,"6,120",841,Single Family Home,6,7,8,31-May-18,1345000,CA,95124
"3137 Shofner Pl,",762,1,,2,1982,San Jose,61,"2,023",623,Condo/Townhome/Row Home/Co-Op,2,3,5,31-May-18,475000,CA,95111
"7039 Via Valverde,","1,588",2,,2,1980,San Jose,26,"2,094",479,Condo/Townhome/Row Home/Co-Op,6,9,10,31-May-18,760000,CA,95135
"1436 Capurso Way,",784,1,,1,1984,San Jose,28,436,807,Condo/Townhome/Row Home/Co-Op,8,6,6,31-May-18,632500,CA,95125
"4810 Grimsby Dr,","1,484",2,,4,1963,San Jose,43,"5,600","1,078",Single Family Home,8,7,7,31-May-18,1600000,CA,95130
"421 Velasco Dr,","1,156",1,1,3,1970,San Jose,51,"2,080",602,Condo/Townhome/Row Home/Co-Op,4,8,2,30-May-18,696000,CA,95123
"633 Coakley Dr,","1,265",2,,3,1955,San Jose,57,"7,686",968,Single Family Home,6,5,5,30-May-18,1225000,CA,95117
"88 Bush St Unit 2174,",841,1,1,1,2008,San Jose,30,898,973,Condo/Townhome/Row Home/Co-Op,4,3,7,30-May-18,818000,CA,95126
"5675 Tonopah Dr,","1,755",2,,3,1968,San Jose,42,"6,090",652,Single Family Home,3,8,5,30-May-18,1145000,CA,95123
"727 Grimswood Ct,","2,465",3,,5,1979,San Jose,30,"8,400",700,Single Family Home,10,8,10,30-May-18,1725000,CA,95120
"2344 La Terrace Cir,","1,138",2,,2,1985,San Jose,42,435,630,Condo/Townhome/Row Home/Co-Op,4,6,NR,30-May-18,717000,CA,95123
"1045 Foxchase Dr,","1,154",2,,2,1983,San Jose,15.47%,436,550,Condo/Townhome/Row Home/Co-Op,6,6,8,30-May-18,635000,CA,95123
"854 Basking Ln,","1,257",2,,2,1999,San Jose,36,"1,257",637,Condo/Townhome/Row Home/Co-Op,7,7,9,30-May-18,801000,CA,95138
"1791 Branham Ln,","1,740",2,,3,1956,San Jose,57,"6,840",658,Single Family Home,9,8,9,30-May-18,1145000,CA,95124
"5980 Sorrel Ave,","1,826",2,,4,1966,San Jose,33,"7,140",639,Single Family Home,7,8,2,30-May-18,1167000,CA,95123
"1421 N 1st St Unit 255,",731,1,,1,2006,San Jose,43,"1,100",793,Condo/Townhome/Row Home/Co-Op,3,4,7,30-May-18,580000,CA,95112
"1777 Kirkmont Dr,","2,306",2,1,4,1969,San Jose,42,"8,249",944,Single Family Home,9,6,6,30-May-18,2177700,CA,95124
"180 Noyo Dr,","2,186",2,1,4,1966,San Jose,34,"5,000",528,Single Family Home,5,7,5,30-May-18,1155000,CA,95123
"1271 Westbury Dr,","1,376",2,1,3,2009,San Jose,35,"2,276",858,Condo/Townhome/Row Home/Co-Op,6,NR,2,30-May-18,1180000,CA,95131
"283 Omira Dr,","1,543",2,,3,1968,San Jose,41,"6,090",726,Single Family Home,3,8,5,30-May-18,1120000,CA,95123
"1710 Heavenly Bamboo Ct,","1,478",2,1,3,1985,San Jose,42,"3,120",744,Single Family Home,6,6,9,30-May-18,1100000,CA,95131
"1207 Curtner Ave,","1,288",1,,3,1947,San Jose,"$1,491,944 ","7,375",815,Single Family Home,9,6,6,29-May-18,1050000,CA,95125
"624 Pima Dr,","1,347",2,,3,1963,San Jose,1,"6,300",780,Single Family Home,6,8,2,29-May-18,1050000,CA,95123
"690 Cassaday Ct,",648,1,,1,1988,San Jose,39,435,617,Condo/Townhome/Row Home/Co-Op,7,5,NR,29-May-18,400000,CA,95136
"2571 Whispering Hills Cir,","1,200",2,,2,1979,San Jose,95,,208,Mfd/Mobile Home,5,4,8,29-May-18,250000,CA,95148
"2664 Senter Rd Apt 119,","1,020",2,,2,1989,San Jose,43,"1,020",530,Condo/Townhome/Row Home/Co-Op,6,6,5,29-May-18,541000,CA,95111
"3403 Calico Ave,","1,300",2,,3,1959,San Jose,35,"6,930",962,Single Family Home,7,7,8,29-May-18,1250000,CA,95124
"1663 Clovis Ave,","1,396",2,,4,1957,San Jose,25,"7,020","1,014",Single Family Home,8,8,9,29-May-18,1416000,CA,95124
"1522 Willowgate Dr,","1,137",2,,3,1957,San Jose,32,"5,800","1,042",Single Family Home,8,5,8,29-May-18,1185000,CA,95118
"1284 Rodney Dr,","1,580",2,,3,1959,San Jose,49,"8,050",899,Single Family Home,8,5,8,29-May-18,1420000,CA,95118
"497 Coakley Dr,","1,502",2,1,3,1955,San Jose,55,"6,840",932,Single Family Home,6,5,5,29-May-18,1400000,CA,95117
"1550 Technology Dr Unit 3096,",665,1,,1,2005,San Jose,36,665,"1,023",Condo/Townhome/Row Home/Co-Op,6,4,1,29-May-18,680000,CA,95110
"1280 Lansing Ave,","1,408",2,,4,1964,San Jose,33,"5,985",866,Single Family Home,4,5,8,29-May-18,1220000,CA,95118
"778 Regent Park Dr,","1,450",2,,4,1962,San Jose,34,"6,050",695,Single Family Home,7,6,NR,29-May-18,1008000,CA,95123
"6155 Franciscan Way,","2,278",2,1,5,1968,San Jose,35,"8,625",740,Single Family Home,9,6,8,29-May-18,1685000,CA,95120
"2166 Willester Ave,","1,688",2,,4,1957,San Jose,43,"8,100",785,Single Family Home,5,7,8,29-May-18,1325000,CA,95124
"6945 Rodling Dr Unit A,","1,377",3,,3,1992,San Jose,23,866,611,Condo/Townhome/Row Home/Co-Op,6,6,8,25-May-18,841000,CA,95138
"1294 Royal Crest Dr,","1,432",2,1,3,1985,San Jose,49,"3,740",782,Single Family Home,6,6,1,25-May-18,1120000,CA,95131
"1055 Delna Manor Ln,","1,020",2,,2,1975,San Jose,29,"1,020",804,Condo/Townhome/Row Home/Co-Op,5,5,5,25-May-18,820000,CA,95128
"765 Lava Way,","1,199",1,1,3,1974,San Jose,35,"1,540",688,Condo/Townhome/Row Home/Co-Op,7,6,9,25-May-18,825000,CA,95133
"6172 Glen Harbor Dr,","1,184",1,1,3,1968,San Jose,29,"7,840",718,Single Family Home,6,8,8,25-May-18,850000,CA,95123
"587 Curie Dr,","2,384",3,,4,1968,San Jose,53,"6,120",566,Single Family Home,6,8,8,25-May-18,1350000,CA,95123
"984 Cypress Ave,","1,619",2,,4,1963,San Jose,39,"7,700",957,Single Family Home,6,5,5,25-May-18,1550000,CA,95117
"4603 Mossbrook Cir,","1,671",2,,4,1963,San Jose,4.61%,"7,980","1,032",Single Family Home,6,7,7,25-May-18,1725000,CA,95130
"1584 Oak Canyon Dr,","2,715",2,1,4,1985,San Jose,11.83%,"9,075",700,Single Family Home,9,8,8,25-May-18,1900000,CA,95120
"1107 Silver Oak Ct,","1,299",2,,2,1975,San Jose,24,"2,945",751,Condo/Townhome/Row Home/Co-Op,9,6,10,25-May-18,975000,CA,95120
"4154 Blackford Cir,","1,032",2,1,2,1984,San Jose,38,"1,114","1,056",Condo/Townhome/Row Home/Co-Op,8,8,7,25-May-18,1090000,CA,95117
