address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"6747 Mount Pakron Dr,","2,080",3,,4,1969,San Jose,30,"7,995",841,Single Family Home,10,8,10,14-Jun-18,1750000,CA,95120
"6924 Lenwood Way,","1,540",2,,3,1972,San Jose,31,0.24,"1,061",Single Family Home,9,8,10,15-Jun-18,1633500,CA,95120
"6051 Paso Los Cerritos,","1,997",2,,4,1972,San Jose,35,"7,000",618,Single Family Home,9,6,8,13-Jun-18,1235000,CA,95120
"1467 Nesbit Ct,","2,008",2,1,4,1973,San Jose,28,"8,050",852,Single Family Home,9,8,8,13-Jun-18,1710000,CA,95120
"6958 Grandwood Way,","2,760",3,,4,1980,San Jose,45,"8,100",679,Single Family Home,10,8,10,11-Jun-18,1875000,CA,95120
"3063 Oakbridge Dr,","1,770",2,,2,1978,San Jose,83,,141,Mfd/Mobile Home,4,4,8,2-Aug-18,250000,CA,95121
"4603 Pacific Rim Way,","2,361",3,,5,1995,San Jose,74,0.29,614,Single Family Home,6,4,8,31-Jul-18,1450000,CA,95121
"3358 Methilhaven Ln,",826,1,,2,1976,San Jose,49,"2,270",630,Condo/Townhome/Row Home/Co-Op,3,9,8,27-Jul-18,520000,CA,95121
"2741 Buena View Ct,","1,216",2,,3,1988,San Jose,31,796,724,Condo/Townhome/Row Home/Co-Op,6,4,10,23-Jul-18,880000,CA,95121
"3347 Weepingcreek Way,","1,452",2,1,4,1972,San Jose,32,"1,110",517,Condo/Townhome/Row Home/Co-Op,4,4,8,3-Jul-18,750000,CA,95121
"3711 Corkerhill Way,","1,330",2,,4,1973,San Jose,32,"5,995",707,Single Family Home,3,9,8,29-Jun-18,940000,CA,95121
"2631 Yerba Vista Ct # 325,",843,2,,2,1988,San Jose,50,"1,222",765,Condo/Townhome/Row Home/Co-Op,6,4,8,25-Jun-18,645000,CA,95121
"2832 Moss Hollow Dr,","1,440",2,,2,1977,San Jose,47,,136,Mfd/Mobile Home,3,4,8,22-Jun-18,196500,CA,95121
"3326 Denton Way,","1,576",2,,4,1965,San Jose,38,"7,128",615,Single Family Home,8,4,8,18-Jun-18,970000,CA,95121
"3429 Woodside Ct,","1,787",2,1,4,1980,San Jose,29,0.23,644,Single Family Home,8,4,8,14-Jun-18,1150000,CA,95121
"3172 Oakbridge Dr,","1,440",2,,2,1978,San Jose,72,,122,Mfd/Mobile Home,4,4,8,15-Jun-18,175000,CA,95121
"1178 Oakview Rd,","1,074",1,1,2,1972,San Jose,31,"3,486",661,Single Family Home,6,6,8,15-Jun-18,710000,CA,95121
"3096 Oakbridge Dr,","1,650",2,,2,1978,San Jose,96,,109,Mfd/Mobile Home,4,4,8,13-Jun-18,180000,CA,95121
"2544 Glenrio Dr,","2,132",4,,4,1965,San Jose,41,"5,824",535,Single Family Home,8,4,8,11-Jun-18,1140000,CA,95121
"1024 Summermist Ct Unit 94,","1,056",1,1,1,1985,San Jose,39,435,497,Condo/Townhome/Row Home/Co-Op,6,9,2,6-Aug-18,525000,CA,95122
"2159 S King Rd,","1,094",2,,3,1968,San Jose,,"6,180",681,Single Family Home,1,4,4,31-Jul-18,749000,CA,95122
"1429 Sunshade Ln,","1,440",2,,3,1981,San Jose,41,,138,Mfd/Mobile Home,3,2,5,30-Jul-18,198482,CA,95122
"2143 Bayhaven Dr,","1,393",2,,4,1962,San Jose,31,"5,665",632,Single Family Home,5,4,4,27-Jul-18,880000,CA,95122
"1594 Trieste Way,",815,1,,2,1977,San Jose,33,"3,960",828,Single Family Home,5,9,5,26-Jul-18,675000,CA,95122
"1711 Tustin Dr,","1,545",2,,4,1972,San Jose,48,"5,500",537,Single Family Home,3,4,8,24-Jul-18,830000,CA,95122
"1094 Summerplace Dr,",730,1,,1,1992,San Jose,17,436,555,Not Available,6,9,2,24-Jul-18,405000,CA,95122
"1271 Hopkins Dr,","1,126",2,,3,1959,San Jose,29,"6,000",691,Single Family Home,5,3,4,20-Jul-18,778000,CA,95122
"2307 Amador Dr,","1,094",2,,3,1969,San Jose,29,"5,000",772,Single Family Home,3,4,4,19-Jul-18,845000,CA,95122
"1676 Honeysuckle Dr,","1,650",3,,5,1968,San Jose,,"6,250",545,Single Family Home,1,4,4,18-Jul-18,900000,CA,95122
"1975 Panama Ave,","1,352",1,1,4,1965,San Jose,37,"5,814",610,Single Family Home,5,3,4,13-Jul-18,825000,CA,95122
"878 Le Compte Pl,","1,176",2,,3,1977,San Jose,46,"6,000",765,Single Family Home,5,3,5,9-Jul-18,900000,CA,95122
"2036 S King Rd,","1,040",2,,3,1960,San Jose,48,"5,150",673,Single Family Home,5,3,4,3-Jul-18,700000,CA,95122
"1455 Sunbeam Cir,","1,740",3,,4,1978,San Jose,104,,158,Mfd/Mobile Home,3,2,5,29-Jun-18,275000,CA,95122
"1927 Panama Ave,","1,359",1,1,4,1965,San Jose,23,"6,656",644,Single Family Home,5,3,4,22-Jun-18,875000,CA,95122
"1174 Leeward Dr,","1,062",1,1,3,1977,San Jose,39,"6,710",720,Single Family Home,3,4,4,22-Jun-18,765000,CA,95122
"1051 Tekman Dr,",912,2,,2,1984,San Jose,,912,612,Condo/Townhome/Row Home/Co-Op,6,9,2,20-Jun-18,558000,CA,95122
"2344 Palmira Way,","1,680",2,1,4,1965,San Jose,19,"5,665",542,Single Family Home,1,4,4,18-Jun-18,910000,CA,95122
"1006 Bellhurst Ave,","1,162",1,1,3,1970,San Jose,45,784,521,Condo/Townhome/Row Home/Co-Op,5,2,5,15-Jun-18,605000,CA,95122
"1090 Walnut Woods Ct,","1,344",2,,4,1985,San Jose,37,0.26,685,Single Family Home,5,2,5,15-Jun-18,920000,CA,95122
"2473 Foxdale Dr,","1,289",2,,3,1968,San Jose,,"5,500",289,Single Family Home,3,4,4,15-Jun-18,372500,CA,95122
"1970 Tampa Way,","1,669",2,,4,1968,San Jose,42,"5,712",464,Single Family Home,5,3,4,15-Jun-18,775000,CA,95122
"1626 Marsh St,","1,200",2,,3,1958,San Jose,35,"5,300",708,Single Family Home,5,3,4,15-Jun-18,850000,CA,95122
"2126 Sarasota Ave,","1,128",2,,3,1961,San Jose,68,"5,100",443,Single Family Home,5,3,4,13-Jun-18,500000,CA,95122
"2143 Ocala Ave,","1,515",2,,3,1959,San Jose,50,"6,000",551,Single Family Home,5,3,4,13-Jun-18,835000,CA,95122
"969 Bellhurst Ave,",986,2,,2,1970,San Jose,,784,467,Condo/Townhome/Row Home/Co-Op,5,2,5,12-Jun-18,460000,CA,95122
"1899 Crinan Dr,","1,238",2,,3,1964,San Jose,27,"8,500",654,Single Family Home,6,3,2,12-Jun-18,810000,CA,95122
"5497 Spinnaker Walkway Apt 2,",903,1,,2,1970,San Jose,111,"1,750",520,Condo/Townhome/Row Home/Co-Op,3,8,9,7-Aug-18,469999,CA,95123
"6358 Pismo Ct,","2,386",2,1,4,1976,San Jose,40,"7,546",549,Single Family Home,6,8,8,7-Aug-18,1310000,CA,95123
"6006 Paxton Ct,","2,124",2,1,4,1968,San Jose,64,"6,300",579,Single Family Home,4,6,NR,7-Aug-18,1230000,CA,95123
"790 Glenside Dr,","2,124",2,1,4,1971,San Jose,43,"6,240",541,Single Family Home,4,6,NR,7-Aug-18,1150000,CA,95123
"248 Omira Dr,","1,617",2,,3,1963,San Jose,49,"5,000",606,Single Family Home,5,7,5,6-Aug-18,980000,CA,95123
"6308 Felder Dr,","2,186",2,1,4,1968,San Jose,38,"5,500",503,Single Family Home,6,7,8,2-Aug-18,1100000,CA,95123
"395 Mat Ave,","1,512",2,,3,1976,San Jose,43,"6,360",675,Single Family Home,3,8,NR,2-Aug-18,1020000,CA,95123
"472 Paiute Ln,","1,757",3,,4,1965,San Jose,40,"7,205",598,Single Family Home,6,8,2,1-Aug-18,1050000,CA,95123
"196 Wyandotte Dr,","1,617",2,,3,1966,San Jose,39,"5,500",572,Single Family Home,5,7,5,31-Jul-18,925000,CA,95123
"350 Conestoga Way,","1,735",3,,5,1968,San Jose,40,"6,300",651,Single Family Home,7,8,NR,31-Jul-18,1130000,CA,95123
"6140 Golden Vista Dr,","1,793",3,1,3,2016,San Jose,36,"1,141",519,Condo/Townhome/Row Home/Co-Op,8,7,5,31-Jul-18,930000,CA,95123
"859 White Moonstone Loop,","1,901",3,1,3,2014,San Jose,33,"1,145",505,Condo/Townhome/Row Home/Co-Op,8,7,5,30-Jul-18,960000,CA,95123
"5689 Makati Cir Apt G,",690,1,,1,1985,San Jose,39,924,696,Condo/Townhome/Row Home/Co-Op,5,7,5,30-Jul-18,480000,CA,95123
"5452 Colony Field Dr,",942,1,,2,1984,San Jose,40,435,669,Condo/Townhome/Row Home/Co-Op,4,8,NR,30-Jul-18,630000,CA,95123
"5772 Halleck Dr,","1,350",2,,3,1971,San Jose,31,"6,050",689,Single Family Home,4,6,NR,27-Jul-18,930000,CA,95123
"209 Omira Dr,","1,546",2,1,3,1963,San Jose,50,"5,000",598,Single Family Home,5,7,9,26-Jul-18,924888,CA,95123
"5925 Hillview Ave,","2,362",2,1,4,1988,San Jose,44,0.24,601,Single Family Home,4,6,NR,26-Jul-18,1420000,CA,95123
"879 Furlong Dr,","1,331",2,,3,1971,San Jose,43,"6,254",826,Single Family Home,4,6,NR,25-Jul-18,1100000,CA,95123
"5967 Tuscarora Ct,","1,232",2,,3,1971,San Jose,64,"6,300",860,Single Family Home,7,8,2,25-Jul-18,1060000,CA,95123
"378 Bay St,","2,149",3,,4,1964,San Jose,54,"6,120",503,Single Family Home,7,8,NR,25-Jul-18,1080000,CA,95123
"186 Sun Blossom Dr,","1,660",2,,4,1977,San Jose,35,"9,775",633,Single Family Home,3,8,9,25-Jul-18,1050000,CA,95123
"2324 La Terrace Cir,","1,138",2,,2,1985,San Jose,61,435,615,Condo/Townhome/Row Home/Co-Op,4,6,NR,23-Jul-18,700000,CA,95123
"6268 Sager Way,","1,409",2,,3,1968,San Jose,31,"6,120",795,Single Family Home,7,8,NR,20-Jul-18,1120000,CA,95123
"5497 Tyhurst Walkway Apt 2,",903,1,,2,1970,San Jose,99,"1,750",526,Condo/Townhome/Row Home/Co-Op,4,8,9,19-Jul-18,475000,CA,95123
"5715 Hillbright Cir,","1,409",2,,3,1968,San Jose,51,"6,000",763,Single Family Home,7,8,NR,19-Jul-18,1075000,CA,95123
"5550 Spinnaker Dr Apt 2,",903,1,,2,1970,San Jose,43,"1,750",543,Condo/Townhome/Row Home/Co-Op,3,8,5,19-Jul-18,490000,CA,95123
"408 Arabian St,","2,509",3,,5,1965,San Jose,71,"6,120",506,Single Family Home,7,8,NR,9-Jul-18,1270000,CA,95123
"5792 Comanche Dr,","1,173",2,,3,1965,San Jose,34,"6,528",780,Single Family Home,6,8,2,9-Jul-18,915000,CA,95123
"408 Don Carlos Ct,","1,156",1,1,3,1970,San Jose,56,"2,082",558,Condo/Townhome/Row Home/Co-Op,4,8,NR,9-Jul-18,645000,CA,95123
"336 Avenida Arboles,","2,130",3,,4,1968,San Jose,37,"6,300",566,Single Family Home,4,8,5,6-Jul-18,1205280,CA,95123
"6036 Charlotte Dr,","1,635",2,1,3,2015,San Jose,29,"1,857",678,Single Family Home,8,7,5,5-Jul-18,1108000,CA,95123
"5629 Playa Del Rey Ct Apt 1,",810,1,,2,1970,San Jose,35,"9,900",667,Condo/Townhome/Row Home/Co-Op,4,6,NR,3-Jul-18,540000,CA,95123
"6271 Hopi Cir,","1,738",2,,4,1968,San Jose,43,"5,974",673,Single Family Home,7,8,NR,29-Jun-18,1170000,CA,95123
"235 Copco Ln,","1,367",2,,3,1966,San Jose,64,"6,100",725,Single Family Home,5,7,5,29-Jun-18,991000,CA,95123
"5559 Spinnaker Dr Apt 2,",903,1,,2,1970,San Jose,56,"1,750",526,Condo/Townhome/Row Home/Co-Op,3,8,5,27-Jun-18,475000,CA,95123
"1007 Foxchase Dr,",964,1,,1,1983,San Jose,49,436,628,Condo/Townhome/Row Home/Co-Op,6,6,8,26-Jun-18,605000,CA,95123
"5828 Chesbro Ave,","1,516",2,,4,1963,San Jose,41,"7,020",620,Single Family Home,4,6,NR,26-Jun-18,940000,CA,95123
"5494 Chesbro Ave,","1,531",2,,3,1977,San Jose,69,"6,960",647,Single Family Home,6,8,NR,26-Jun-18,990000,CA,95123
"376 Avenida Abetos,","1,440",2,,3,1968,San Jose,56,"7,800",677,Single Family Home,4,8,NR,22-Jun-18,975000,CA,95123
"468 Tovar Dr,","1,410",2,,4,1969,San Jose,31,"6,555",887,Single Family Home,6,8,8,22-Jun-18,1250000,CA,95123
"6355 Felder Dr,","1,833",2,,4,1969,San Jose,,"5,544",529,Single Family Home,6,7,8,20-Jun-18,970000,CA,95123
"162 Venado Way,","1,120",1,1,3,1966,San Jose,41,"5,141",835,Single Family Home,5,7,9,19-Jun-18,935000,CA,95123
"5838 Halleck Dr,","1,089",1,1,3,1971,San Jose,36,"6,000",992,Single Family Home,4,6,NR,19-Jun-18,1080000,CA,95123
"6108 Ute Dr,","1,223",2,,3,1968,San Jose,41,"6,000",785,Single Family Home,7,8,NR,18-Jun-18,960000,CA,95123
"401 Colony Knoll Dr,",919,1,,2,1984,San Jose,41,435,653,Condo/Townhome/Row Home/Co-Op,4,8,NR,18-Jun-18,600000,CA,95123
"5356 Avenida Almendros,","2,011",3,,4,1971,San Jose,62,"6,510",497,Single Family Home,4,8,NR,18-Jun-18,1000000,CA,95123
"856 Bucks Lake Ct,",734,1,,1,1995,San Jose,12,870,775,Condo/Townhome/Row Home/Co-Op,4,6,NR,15-Jun-18,568750,CA,95123
"697 Cree Dr,","1,372",2,,3,1968,San Jose,39,"6,496",867,Single Family Home,7,8,NR,15-Jun-18,1190000,CA,95123
"288 Tradewinds Dr Apt 12,",722,1,,1,1970,San Jose,38,"2,809",598,Condo/Townhome/Row Home/Co-Op,4,8,5,15-Jun-18,432000,CA,95123
"872 White Moonstone Loop,","1,901",3,1,3,2014,San Jose,52,"1,959",484,Condo/Townhome/Row Home/Co-Op,8,7,5,15-Jun-18,920000,CA,95123
"165 Blossom Hill Rd,","1,560",2,,3,1997,San Jose,107,,183,Mfd/Mobile Home,5,4,9,15-Jun-18,286000,CA,95123
"5977 Mohawk Dr,","1,173",2,,3,1967,San Jose,30,"6,500",878,Single Family Home,6,8,NR,15-Jun-18,1030000,CA,95123
"612 Cayuga Dr,","1,565",2,,3,1968,San Jose,30,"7,500",740,Single Family Home,7,8,NR,15-Jun-18,1157500,CA,95123
"5937 Lake Hennessy Ct,",982,2,,2,1995,San Jose,,"1,178",733,Condo/Townhome/Row Home/Co-Op,4,6,NR,13-Jun-18,720000,CA,95123
"5487 Judith St Apt 2,",903,1,,2,1970,San Jose,27,"1,750",576,Condo/Townhome/Row Home/Co-Op,4,8,9,13-Jun-18,520000,CA,95123
"343 Colville Dr,","1,683",2,,4,1968,San Jose,60,"6,825",576,Single Family Home,3,8,5,12-Jun-18,970000,CA,95123
"1809 McNiff Pl,","2,876",3,,5,2004,San Jose,8,"5,840",645,Single Family Home,6,7,8,7-Aug-18,1856000,CA,95124
"14305 Holden Ct,","2,150",3,,3,1952,San Jose,67,0.27,779,Single Family Home,9,8,9,6-Aug-18,1675000,CA,95124
"2313 Rupert Dr,","2,306",2,1,4,1976,San Jose,35,"6,832",689,Single Family Home,7,7,8,6-Aug-18,1588000,CA,95124
"4306 Leigh Ave,","1,202",2,,3,1955,San Jose,63,"5,700",849,Single Family Home,9,8,9,1-Aug-18,1020000,CA,95124
"2168 Mendocino Ln,","1,524",2,1,3,2007,San Jose,47,"1,408",778,Condo/Townhome/Row Home/Co-Op,9,8,NR,31-Jul-18,1185000,CA,95124
"2222 Coronet Dr,","2,822",4,,4,1959,San Jose,56,0.27,638,Single Family Home,10,8,9,31-Jul-18,1800000,CA,95124
"1782 Albert Ave,","1,542",2,,3,1959,San Jose,43,"7,380",730,Single Family Home,9,8,9,31-Jul-18,1125000,CA,95124
"2814 Paseo Ln,","2,438",4,1,4,2007,San Jose,42,871,558,Condo/Townhome/Row Home/Co-Op,7,6,6,31-Jul-18,1360000,CA,95124
"1940 Foxworthy Ave,","1,206",2,,3,1955,San Jose,36,"5,734",871,Single Family Home,6,7,8,31-Jul-18,1050000,CA,95124
"4009 Ashbrook Cir,","2,162",3,,4,1978,San Jose,69,"6,000",717,Single Family Home,7,7,8,30-Jul-18,1550000,CA,95124
"2575 Horace Ave,","1,962",3,,4,1956,San Jose,11,"6,100",765,Single Family Home,6,7,8,30-Jul-18,1500000,CA,95124
"4415 Kirk Rd,",925,1,,2,1971,San Jose,55,"4,120",971,Single Family Home,9,8,8,30-Jul-18,898000,CA,95124
"1860 Foxworthy Ave,","1,260",2,,3,1955,San Jose,30,"6,100",754,Single Family Home,6,7,8,30-Jul-18,950000,CA,95124
"2858 Paseo Ln,","2,438",4,1,4,2007,San Jose,30,871,576,Condo/Townhome/Row Home/Co-Op,7,6,6,27-Jul-18,1405000,CA,95124
"2326 Saidel Dr Apt 4,",798,1,,2,1973,San Jose,34,"2,580",752,Condo/Townhome/Row Home/Co-Op,7,7,8,25-Jul-18,600000,CA,95124
"5153 Sandy Ln,","1,233",2,,3,1959,San Jose,42,"6,200","1,162",Single Family Home,10,8,9,24-Jul-18,1433000,CA,95124
"4593 Fallstone Ct,","1,840",3,,4,1993,San Jose,32,"5,500",903,Single Family Home,9,8,NR,17-Jul-18,1662000,CA,95124
"4458 Camden Ave,","1,290",2,,4,1960,San Jose,45,"5,967",840,Single Family Home,9,8,8,16-Jul-18,1083500,CA,95124
"3335 Jennifer Way,","1,206",2,,3,1955,San Jose,39,"6,048","1,050",Single Family Home,5,7,8,16-Jul-18,1266000,CA,95124
"1699 Clovis Ave,","1,396",2,,4,1959,San Jose,26,"7,320",949,Single Family Home,8,8,9,16-Jul-18,1325000,CA,95124
"4181 Mystic Ct,","2,561",3,,5,1977,San Jose,51,"6,161",586,Single Family Home,7,7,8,13-Jul-18,1502000,CA,95124
"1908 Harris Ave,","1,933",2,,4,1963,San Jose,24,"6,501",812,Single Family Home,6,7,8,13-Jul-18,1570000,CA,95124
"3226 Kimber Ct Apt 108,",886,1,,2,1977,San Jose,29,"1,148",705,Condo/Townhome/Row Home/Co-Op,6,7,8,12-Jul-18,625000,CA,95124
"1636 Town Club Dr,","1,280",2,,3,1962,San Jose,93,"5,340",938,Single Family Home,8,5,8,12-Jul-18,1200000,CA,95124
"2033 Barrett Ave,","2,125",3,,4,1960,San Jose,61,"5,978",786,Single Family Home,9,8,NR,10-Jul-18,1670000,CA,95124
"1972 Foxworthy Ave,","1,938",2,1,3,1957,San Jose,37,"6,016",697,Single Family Home,5,7,8,6-Jul-18,1350000,CA,95124
"4556 Samson Way,","2,239",3,,3,2009,San Jose,35,"4,800",728,Single Family Home,9,8,8,3-Jul-18,1630777,CA,95124
"2515 Lodi Ln,","2,326",2,1,5,1961,San Jose,37,"7,020",744,Single Family Home,9,6,6,29-Jun-18,1730000,CA,95124
"1723 Morning Glory Ln,","1,346",2,,3,1959,San Jose,22,"7,000","1,003",Single Family Home,8,8,9,29-Jun-18,1350000,CA,95124
"1832 Anne Ct,","2,241",3,,4,1968,San Jose,36,"5,600",745,Single Family Home,8,8,9,27-Jun-18,1670000,CA,95124
"2829 New Jersey Ave,","2,024",3,,4,1955,San Jose,29,"6,480",852,Single Family Home,5,7,8,27-Jun-18,1725000,CA,95124
"4787 Hatfield Walkway Apt 1,",810,1,,2,1973,San Jose,57,"2,580",765,Condo/Townhome/Row Home/Co-Op,7,7,8,22-Jun-18,620000,CA,95124
"14685 Bronson Ave,",884,1,,2,1950,San Jose,38,"9,125","1,499",Single Family Home,9,8,9,22-Jun-18,1325000,CA,95124
"1798 Oakwood Ave,","1,500",2,,3,1957,San Jose,,"9,460",750,Single Family Home,6,7,8,18-Jun-18,1125000,CA,95124
"1967 Camden Ave,","1,206",2,,3,1955,San Jose,21,"5,700",912,Single Family Home,5,7,8,15-Jun-18,1100000,CA,95124
"1794 Michon Ct,","2,426",2,1,5,1969,San Jose,38,0.25,721,Single Family Home,8,8,9,15-Jun-18,1750000,CA,95124
"1595 Camden Village Way,","1,539",2,1,3,1982,San Jose,56,"2,077",669,Condo/Townhome/Row Home/Co-Op,9,8,8,15-Jun-18,1030000,CA,95124
"1609 Clovis Ave,","1,220",2,,3,1957,San Jose,32,"7,020",853,Single Family Home,8,8,9,15-Jun-18,1040500,CA,95124
"2634 Meridian Ave,","1,678",2,1,4,1961,San Jose,49,"6,649",676,Single Family Home,7,6,6,15-Jun-18,1135000,CA,95124
"4609 Sally Dr,","1,144",2,,3,1958,San Jose,45,"7,750","1,145",Single Family Home,9,8,9,15-Jun-18,1310000,CA,95124
"4375 Ross Ave,","1,590",2,,4,1959,San Jose,34,"6,903",849,Single Family Home,9,8,8,13-Jun-18,1350000,CA,95124
"4326 Leigh Ave,","1,248",2,,3,1955,San Jose,32,"5,700",954,Single Family Home,9,8,9,11-Jun-18,1190000,CA,95124
"6091 Calle De Amor,","1,490",2,1,2,1977,San Jose,48,"2,300",644,Condo/Townhome/Row Home/Co-Op,9,8,9,11-Jun-18,960000,CA,95124
"14906 Sutton Dr,","2,599",3,,5,1950,San Jose,20,0.27,731,Single Family Home,9,8,9,11-Jun-18,1900000,CA,95124
"3177 Julio Ave,","1,060",1,,3,1954,San Jose,32,"5,100",895,Single Family Home,6,7,8,12-Jun-18,949000,CA,95124
"2416 Pebble Beach Ct,","1,970",3,,4,1960,San Jose,76,"7,008",607,Single Family Home,5,6,6,7-Aug-18,1195000,CA,95125
"1279 Curtiss Ave,","4,070",3,1,4,1947,San Jose,40,0.24,596,Single Family Home,7,6,6,6-Aug-18,2425000,CA,95125
"730 Arbor Dr,","1,004",1,,3,1950,San Jose,40,"5,643","1,145",Single Family Home,9,6,6,6-Aug-18,1150000,CA,95125
"2165 Pomme Ct,","1,144",2,,2,2005,San Jose,43,"1,566",717,Condo/Townhome/Row Home/Co-Op,7,9,NR,2-Aug-18,820000,CA,95125
"1152 Brace Ave Apt 6,",954,1,1,2,1976,San Jose,52,"1,225",881,Condo/Townhome/Row Home/Co-Op,7,6,6,2-Aug-18,840000,CA,95125
"941 Sunbonnet Loop,","2,200",3,,5,2000,San Jose,41,"3,010",625,Single Family Home,5,5,9,2-Aug-18,1375000,CA,95125
"1544 Willow St,","1,983",2,,3,1910,San Jose,85,"6,280",696,Single Family Home,7,6,6,1-Aug-18,1380000,CA,95125
"2439 Booksin Ave,","1,783",2,,4,1965,San Jose,48,"6,180",828,Single Family Home,7,6,6,31-Jul-18,1476333,CA,95125
"1192 Doralee Way,","2,914",3,,4,1953,San Jose,9,"9,794",635,Single Family Home,7,6,6,31-Jul-18,1849000,CA,95125
"2451 Azevedo Ct,","2,621",2,1,3,2006,San Jose,26,"1,839",458,Single Family Home,7,9,NR,31-Jul-18,1200000,CA,95125
"1138 Garfield Ave,","3,010",3,1,4,2016,San Jose,41,"6,700",797,Single Family Home,7,6,6,30-Jul-18,2400000,CA,95125
"1206 Sandra Dr,","1,837",2,,3,1947,San Jose,36,"7,616",784,Single Family Home,9,6,6,27-Jul-18,1440000,CA,95125
"1247 Madrona Ave,","1,723",2,1,3,1952,San Jose,51,"7,000",905,Single Family Home,9,6,6,27-Jul-18,1560000,CA,95125
"888 Ironwood Dr,","1,270",2,,3,1960,San Jose,35,"6,000",858,Single Family Home,5,6,6,27-Jul-18,1090000,CA,95125
"1670 Husted Ave,","1,582",2,,3,1961,San Jose,36,"6,405",857,Single Family Home,7,6,6,27-Jul-18,1356300,CA,95125
"1127 Laurie Ave,","1,316",2,,3,1930,San Jose,14,"6,000","1,052",Single Family Home,9,6,6,26-Jul-18,1385000,CA,95125
"1683 Sandyrock Ct,","1,954",2,1,3,1977,San Jose,40,"2,128",632,Condo/Townhome/Row Home/Co-Op,9,6,6,23-Jul-18,1235000,CA,95125
"2310 Elkhorn Ct,","2,598",3,1,5,1976,San Jose,69,"6,000",585,Single Family Home,9,6,6,23-Jul-18,1520000,CA,95125
"1167 Brace Ave,","2,006",2,1,3,1992,San Jose,37,435,591,Single Family Home,7,6,6,20-Jul-18,1185000,CA,95125
"579 Mill Pond Dr,","1,536",2,,2,1979,San Jose,57,,195,Mfd/Mobile Home,8,6,6,19-Jul-18,300000,CA,95125
"1537 Glenpine Dr,","1,090",2,,2,1971,San Jose,23,"2,016",229,Condo/Townhome/Row Home/Co-Op,7,6,6,18-Jul-18,250000,CA,95125
"442 Snyder Ave,","1,343",1,,2,1930,San Jose,33,"6,345",797,Single Family Home,7,6,6,17-Jul-18,1070000,CA,95125
"2150 Almaden Rd Spc 20,",700,1,1,2,1990,San Jose,56,,167,Mfd/Mobile Home,8,6,6,16-Jul-18,117000,CA,95125
"477 Minnesota Ave,","1,486",2,,3,1940,San Jose,60,"5,772",791,Single Family Home,7,6,6,13-Jul-18,1175000,CA,95125
"2469 La Mirada Dr,","1,927",2,,3,1959,San Jose,37,"6,549",817,Single Family Home,9,6,6,13-Jul-18,1575000,CA,95125
"308 Heritage View Ter,","1,690",2,1,2,2004,San Jose,39,"1,396",541,Single Family Home,7,9,NR,10-Jul-18,915000,CA,95125
"1115 Lennon Way,","2,459",2,1,4,1998,San Jose,41,"6,500",834,Single Family Home,9,6,6,10-Jul-18,2050000,CA,95125
"967 Costen Ct,","1,431",3,,3,1999,San Jose,,"1,431",611,Condo/Townhome/Row Home/Co-Op,5,5,NR,6-Jul-18,875000,CA,95125
"1533 Georgetta Dr,","1,214",2,,3,1952,San Jose,,"6,195","1,110",Single Family Home,9,6,6,6-Jul-18,1348000,CA,95125
"1542 Grace Ave,","2,055",2,,3,2012,San Jose,36,"8,375",905,Single Family Home,3,4,5,5-Jul-18,1860000,CA,95125
"1541 San Gabriel Way,","2,335",3,,4,1955,San Jose,57,"7,810",621,Single Family Home,3,4,5,5-Jul-18,1450000,CA,95125
"1548 Saint Francis Dr,","1,542",2,,3,1955,San Jose,48,"7,455",934,Single Family Home,3,4,5,3-Jul-18,1440000,CA,95125
"2435 Lansford Ave,","1,501",2,,3,1948,San Jose,48,"7,965",949,Single Family Home,7,6,6,3-Jul-18,1425000,CA,95125
"1253 Settle Ave,","1,246",1,,2,1900,San Jose,14,0.26,"1,324",Single Family Home,7,6,6,26-Jun-18,1650000,CA,95125
"2144 Parkwood Way,","1,159",1,,3,1952,San Jose,55,"6,344","1,044",Single Family Home,9,6,6,26-Jun-18,1210000,CA,95125
"1976 Adele Pl,","1,892",2,,4,1957,San Jose,37,"8,050",924,Single Family Home,9,6,6,22-Jun-18,1749000,CA,95125
"1758 Cross Way Unit 255,","1,533",2,1,3,2010,San Jose,21,715,701,Condo/Townhome/Row Home/Co-Op,8,6,6,22-Jun-18,1075000,CA,95125
"1711 Willowhurst Ave,","1,601",2,,3,1939,San Jose,,"7,000","1,109",Single Family Home,3,4,5,22-Jun-18,1775000,CA,95125
"915 Chabrant Way,",823,1,,2,1940,San Jose,31,"4,214","1,124",Single Family Home,7,6,6,22-Jun-18,925000,CA,95125
"941 Franquette Ave # A,","2,920",3,,4,2012,San Jose,57,0.52,850,Single Family Home,9,6,6,18-Jun-18,2481000,CA,95125
"1031 Westwood Dr,","1,202",1,,2,1948,San Jose,25,"7,140","1,123",Single Family Home,7,6,6,18-Jun-18,1350000,CA,95125
"1648 Fairwood Ave,","1,966",2,,4,1959,San Jose,80,"6,180",763,Single Family Home,9,6,6,15-Jun-18,1500000,CA,95125
"1920 Adele Pl,","1,892",2,,4,1957,San Jose,44,"8,050",793,Single Family Home,9,6,6,15-Jun-18,1500000,CA,95125
"2119 Harmil Way,","2,824",3,1,4,1952,San Jose,30,"7,475",726,Single Family Home,9,6,6,15-Jun-18,2049000,CA,95125
